queue_position,bags,vehicle_type,arrival_hour,avg_service_minutes,weather_delay_minutes,workers_available,warehouse_load_percent,day_of_week,festival_season,expected_wait_minutes
63,535,MiniTruck,7,19,24,9,78,Thursday,0,897
40,543,Pickup,10,4,15,3,72,Saturday,1,184
136,541,Truck,6,14,22,1,51,Friday,0,1399
107,512,Truck,8,20,16,4,76,Friday,0,1556
155,683,MiniTruck,20,11,30,1,91,Tuesday,0,1296
115,681,Truck,10,17,18,6,51,Friday,1,1427
63,867,Pickup,15,20,23,3,51,Tuesday,0,944
113,191,MiniTruck,19,20,13,2,30,Wednesday,1,1632
173,871,Tractor,9,5,26,7,83,Friday,0,678
17,715,MiniTruck,12,19,1,2,55,Saturday,0,249
39,594,Truck,10,13,14,2,40,Monday,0,396
194,449,Tractor,10,18,9,9,62,Thursday,0,2466
55,855,Pickup,14,17,22,2,81,Tuesday,0,733
116,490,Pickup,6,17,24,4,98,Saturday,1,1480
164,87,Tractor,12,5,13,6,80,Wednesday,0,622
179,442,MiniTruck,16,11,30,7,71,Saturday,0,1452
173,272,Pickup,17,15,13,2,84,Wednesday,1,1893
57,370,Pickup,13,19,22,8,87,Wednesday,0,821
177,644,MiniTruck,11,20,7,7,29,Friday,0,2485
113,318,MiniTruck,14,9,6,10,68,Monday,1,742
34,295,MiniTruck,11,4,5,6,69,Thursday,0,121
40,143,Pickup,18,20,5,10,62,Friday,0,571
102,797,Truck,17,4,30,4,76,Saturday,1,386
54,802,Tractor,15,13,0,4,85,Saturday,0,521
78,239,Pickup,10,6,20,3,75,Friday,0,396
132,768,Pickup,11,14,27,2,21,Friday,1,1367
199,893,Truck,15,18,29,1,83,Saturday,0,2603
160,829,Tractor,16,6,7,3,99,Wednesday,0,726
43,712,Pickup,18,15,18,5,43,Wednesday,0,493
17,928,Pickup,11,18,11,6,60,Thursday,1,263
134,407,Tractor,16,8,17,2,21,Saturday,1,803
172,786,Truck,18,14,12,1,63,Wednesday,1,1753
54,555,MiniTruck,7,5,18,7,20,Monday,1,229
98,867,Truck,12,6,21,6,44,Monday,1,472
97,435,Truck,18,9,9,5,67,Thursday,1,662
180,624,Truck,14,6,9,4,49,Saturday,1,801
159,482,MiniTruck,13,14,27,6,53,Thursday,0,1620
99,589,Tractor,10,9,13,1,67,Tuesday,0,680
135,579,Tractor,19,13,19,10,75,Friday,1,1289
97,763,Truck,14,7,16,8,60,Friday,0,513
74,130,MiniTruck,16,4,6,7,48,Wednesday,1,237
67,361,Truck,8,16,3,10,50,Thursday,0,751
43,181,Tractor,20,4,19,5,57,Tuesday,0,171
176,187,Truck,18,10,8,6,62,Thursday,0,1261
11,506,Tractor,11,16,12,9,82,Tuesday,0,161
15,410,Tractor,12,15,14,9,45,Thursday,0,181
166,717,MiniTruck,7,5,9,2,50,Thursday,1,633
117,514,Pickup,13,15,25,10,45,Saturday,0,1271
185,995,Tractor,10,16,15,4,79,Monday,1,2144
121,341,MiniTruck,18,18,18,2,36,Monday,1,1587
86,290,Truck,20,9,17,10,55,Wednesday,0,573
144,967,Tractor,12,18,12,10,55,Monday,0,1835
173,417,Pickup,13,12,24,9,86,Thursday,1,1532
155,912,Truck,14,19,16,7,49,Friday,0,2097
77,145,Tractor,11,5,23,10,56,Friday,0,313
176,308,MiniTruck,10,18,8,3,78,Monday,1,2278
36,390,MiniTruck,10,14,23,3,81,Friday,1,445
17,82,MiniTruck,10,18,26,3,90,Thursday,1,317
15,487,MiniTruck,7,11,19,2,52,Thursday,0,173
62,479,Tractor,14,4,7,6,72,Friday,0,205
174,945,Truck,14,15,17,8,81,Thursday,0,1877
185,500,MiniTruck,6,7,6,10,99,Tuesday,0,937
83,423,Pickup,19,19,22,5,70,Tuesday,0,1167
196,510,Pickup,7,20,12,3,72,Thursday,1,2810
189,803,Pickup,7,16,28,4,48,Friday,1,2199
54,830,Truck,9,4,30,4,38,Saturday,1,233
34,330,Pickup,10,4,19,5,71,Thursday,1,168
71,600,Pickup,13,4,24,6,48,Thursday,1,267
69,998,Tractor,19,12,30,10,63,Wednesday,0,641
34,131,Pickup,12,9,1,9,24,Monday,0,201
136,650,Tractor,20,12,29,9,40,Friday,0,1193
7,828,Tractor,19,4,11,4,69,Wednesday,0,64
74,668,MiniTruck,12,20,13,10,73,Friday,0,1068
10,969,Truck,15,9,28,4,44,Monday,1,144
35,845,MiniTruck,6,12,28,2,60,Saturday,1,389
84,546,MiniTruck,17,8,14,7,86,Thursday,0,520
167,850,Tractor,13,18,26,10,45,Tuesday,0,2148
62,868,MiniTruck,12,13,28,3,22,Monday,1,637
66,835,MiniTruck,13,16,30,7,30,Thursday,0,793
148,881,MiniTruck,6,17,9,2,21,Tuesday,0,1783
137,334,Truck,16,19,28,4,43,Saturday,1,1902
95,866,Tractor,9,12,20,7,67,Saturday,1,865
73,459,Truck,8,5,7,9,55,Saturday,1,285
117,711,Tractor,12,12,9,1,29,Friday,0,1012
181,542,Truck,20,13,21,4,62,Tuesday,1,1723
164,288,Tractor,11,17,4,9,74,Saturday,0,1969
128,730,Truck,19,11,25,9,56,Saturday,1,1051
86,887,Truck,9,12,24,1,79,Saturday,1,821
159,110,MiniTruck,6,15,22,9,37,Saturday,1,1720
14,796,MiniTruck,16,14,24,5,73,Saturday,1,221
20,154,Truck,12,4,21,7,33,Monday,1,108
198,626,Pickup,9,18,4,6,50,Monday,0,2509
31,343,MiniTruck,12,13,7,10,52,Wednesday,0,292
141,36,MiniTruck,10,4,1,10,41,Saturday,0,387
28,608,MiniTruck,20,5,30,8,91,Thursday,0,179
4,921,MiniTruck,16,10,18,1,24,Tuesday,1,88
163,768,Tractor,8,9,28,7,38,Monday,1,1095
175,393,MiniTruck,17,15,30,7,38,Friday,1,1910
156,529,MiniTruck,12,15,23,8,89,Saturday,0,1704
59,628,Tractor,15,13,6,2,23,Friday,1,569
21,572,MiniTruck,18,18,17,8,87,Tuesday,0,318
174,886,MiniTruck,13,9,23,9,51,Friday,1,1155
133,223,Truck,16,6,17,10,91,Thursday,1,623
162,678,MiniTruck,12,4,26,8,57,Wednesday,1,525
41,705,MiniTruck,16,16,20,8,20,Tuesday,0,485
115,121,Pickup,11,20,14,6,26,Friday,0,1633
171,155,Truck,13,14,28,3,25,Wednesday,1,1750
150,953,Truck,20,18,9,4,94,Monday,1,1957
67,961,MiniTruck,13,19,6,10,41,Monday,0,893
77,664,MiniTruck,19,12,0,8,50,Saturday,0,647
147,515,Truck,20,4,3,2,43,Monday,0,433
194,427,Pickup,20,9,19,2,70,Friday,1,1304
33,934,Pickup,7,16,13,7,55,Thursday,0,402
8,520,Tractor,11,9,14,6,73,Wednesday,0,96
180,744,Truck,14,11,3,4,21,Saturday,0,1390
20,774,Pickup,7,20,7,3,31,Wednesday,0,300
146,977,Truck,6,19,9,2,69,Thursday,1,2003
54,992,Truck,14,16,0,5,38,Friday,0,608
25,427,Pickup,8,10,4,5,68,Saturday,1,217
72,505,Truck,6,16,1,7,27,Thursday,1,815
165,262,Pickup,20,18,16,9,99,Tuesday,0,2133
66,145,Truck,6,5,14,3,97,Monday,1,313
121,655,Truck,17,7,20,2,78,Monday,1,680
197,420,MiniTruck,13,17,23,6,89,Saturday,1,2431
117,794,MiniTruck,13,4,28,4,48,Thursday,1,410
187,347,MiniTruck,18,19,29,10,30,Monday,0,2530
191,864,Pickup,14,13,17,7,60,Tuesday,0,1781
198,64,Truck,10,14,26,4,44,Wednesday,0,2002
7,290,Tractor,6,18,27,1,20,Monday,0,149
101,995,Pickup,11,14,8,8,64,Tuesday,1,1028
75,828,Truck,12,10,16,3,63,Monday,0,579
121,894,Tractor,19,10,1,4,64,Friday,0,869
23,506,Tractor,12,11,21,4,23,Friday,0,218
192,960,MiniTruck,14,4,17,9,74,Saturday,0,581
28,190,MiniTruck,14,4,9,5,49,Monday,1,120
82,717,Pickup,20,19,4,2,32,Tuesday,1,1123
28,739,Pickup,14,7,0,10,87,Monday,1,165
107,941,Pickup,9,15,4,2,62,Tuesday,1,1171
124,226,Pickup,7,6,0,8,20,Thursday,1,521
135,680,Pickup,10,17,23,5,32,Wednesday,1,1668
61,378,MiniTruck,12,14,6,8,57,Tuesday,1,629
45,345,Pickup,13,16,17,10,92,Saturday,1,569
184,513,Tractor,16,15,2,7,100,Thursday,0,1964
58,762,Tractor,16,11,21,8,23,Monday,1,491
174,761,Truck,20,15,22,1,76,Saturday,0,1905
90,679,Truck,15,16,23,4,38,Tuesday,0,1061
167,334,Pickup,20,19,4,6,95,Thursday,0,2258
180,113,MiniTruck,16,15,21,4,49,Friday,1,1959
24,422,Tractor,20,4,13,3,90,Saturday,0,129
83,756,Pickup,12,5,21,4,23,Friday,0,332
90,984,Truck,16,20,6,5,45,Wednesday,0,1279
105,275,MiniTruck,12,20,1,9,83,Thursday,0,1486
73,518,Tractor,10,12,3,7,79,Thursday,0,637
25,839,Pickup,17,13,7,1,99,Thursday,1,303
128,328,Tractor,15,10,4,7,87,Tuesday,1,941
134,514,Truck,15,9,18,6,33,Thursday,0,878
144,746,Truck,14,13,11,5,87,Tuesday,1,1375
36,468,Pickup,20,10,7,2,43,Wednesday,0,281
34,706,Pickup,12,16,7,5,20,Wednesday,0,389
160,472,MiniTruck,10,18,13,6,43,Tuesday,1,2060
103,885,Pickup,14,14,30,2,72,Friday,0,1099
18,508,MiniTruck,7,18,3,4,67,Saturday,0,254
162,586,MiniTruck,11,12,20,8,23,Saturday,1,1403
2,660,Truck,11,18,8,6,87,Monday,1,81
107,449,MiniTruck,14,18,16,5,34,Tuesday,0,1382
31,203,Pickup,12,5,15,9,50,Tuesday,1,151
156,313,Tractor,16,8,29,5,66,Tuesday,1,964
194,574,Truck,12,4,21,4,66,Tuesday,1,621
28,518,Pickup,17,15,9,7,33,Wednesday,0,307
27,680,Truck,6,7,9,8,48,Friday,0,150
162,193,Tractor,18,14,16,5,56,Friday,0,1632
173,121,Tractor,13,19,2,3,76,Thursday,0,2333
83,414,MiniTruck,9,4,26,10,32,Saturday,1,285
73,297,Pickup,15,12,0,9,20,Saturday,0,596
8,832,Tractor,8,5,27,7,53,Monday,1,102
84,589,MiniTruck,6,8,22,10,51,Thursday,1,524
65,349,Tractor,19,17,20,6,91,Thursday,0,841
135,34,Tractor,9,16,10,7,42,Thursday,0,1532
4,587,Truck,11,4,21,2,87,Friday,0,90
2,735,Tractor,6,4,10,4,78,Friday,0,52
140,426,Pickup,16,9,25,3,26,Tuesday,0,936
117,92,Truck,19,6,28,7,93,Saturday,0,572
43,229,Pickup,12,16,5,2,66,Wednesday,0,518
90,891,Truck,15,5,14,1,36,Thursday,0,358
159,699,Tractor,19,13,27,3,91,Thursday,0,1537
86,570,Tractor,10,9,22,7,45,Friday,1,602
166,690,MiniTruck,15,14,11,10,31,Monday,0,1634
198,812,Tractor,9,15,11,9,84,Wednesday,1,2131
39,933,Tractor,10,16,20,4,86,Friday,0,507
112,103,Truck,11,14,30,9,82,Wednesday,0,1171
5,734,Tractor,15,17,2,5,94,Friday,0,95
174,898,MiniTruck,7,17,14,10,61,Saturday,0,2099
167,63,Tractor,13,20,19,2,55,Wednesday,1,2412
139,102,Truck,14,7,15,3,85,Wednesday,1,759
133,328,Pickup,10,12,1,1,93,Tuesday,1,1177
48,585,Pickup,11,4,28,8,43,Monday,0,187
143,673,Truck,11,18,25,1,30,Friday,1,1878
74,904,Tractor,18,14,14,6,38,Saturday,0,754
85,372,MiniTruck,19,17,16,1,90,Wednesday,1,1100
154,766,Truck,6,7,10,9,34,Tuesday,0,764
98,897,Tractor,10,9,9,10,56,Thursday,0,633
2,158,MiniTruck,7,5,12,8,37,Wednesday,1,40
200,455,Truck,15,15,25,8,82,Tuesday,1,2182
137,510,Pickup,10,18,12,4,26,Saturday,0,1751
86,470,Tractor,16,4,30,10,32,Saturday,0,286
10,753,Pickup,9,12,20,8,59,Saturday,0,129
130,34,MiniTruck,20,8,1,3,40,Tuesday,0,741
81,819,Pickup,20,15,14,4,47,Thursday,0,890
129,889,Pickup,12,15,30,8,66,Saturday,1,1438
89,162,MiniTruck,14,17,17,6,69,Friday,1,1124
7,762,Pickup,18,16,8,9,81,Friday,0,107
169,430,MiniTruck,19,20,15,2,48,Monday,0,2414
14,199,MiniTruck,11,12,12,5,63,Tuesday,0,158
74,475,MiniTruck,8,12,20,9,56,Wednesday,1,677
2,313,Truck,17,13,11,1,62,Saturday,1,83
55,803,Tractor,13,5,13,10,62,Saturday,0,219
17,555,Truck,15,16,20,2,45,Friday,1,261
94,690,MiniTruck,11,12,5,3,93,Friday,0,837
171,215,Tractor,20,8,9,2,98,Saturday,1,1033
119,756,Truck,7,20,0,2,68,Thursday,1,1709
76,983,Tractor,12,5,26,5,89,Friday,0,347
152,552,MiniTruck,15,8,14,2,53,Tuesday,1,914
147,808,MiniTruck,13,12,19,4,59,Thursday,1,1305
179,991,Tractor,17,20,13,2,70,Saturday,0,2561
180,964,Pickup,18,18,12,5,60,Friday,0,2307
139,319,Tractor,7,17,20,6,40,Saturday,0,1696
178,477,Truck,16,4,27,6,44,Saturday,0,556
35,449,Truck,11,14,22,8,58,Monday,0,392
161,838,MiniTruck,20,14,19,6,88,Thursday,1,1656
147,348,MiniTruck,15,7,20,3,73,Friday,0,787
59,55,Pickup,14,11,14,4,33,Friday,0,486
90,615,MiniTruck,7,9,23,4,53,Wednesday,0,627
52,200,MiniTruck,17,20,1,3,56,Wednesday,1,764
128,99,Truck,18,16,5,8,54,Tuesday,1,1461
27,952,MiniTruck,15,8,16,7,45,Tuesday,1,199
180,76,Tractor,9,7,14,5,24,Tuesday,0,907
12,409,Truck,18,19,12,4,57,Wednesday,0,200
54,306,Pickup,6,9,20,7,46,Tuesday,1,397
102,304,Truck,17,16,20,3,95,Friday,1,1235
10,851,Tractor,11,8,3,6,31,Wednesday,0,59
90,894,Truck,13,8,20,4,68,Friday,1,581
12,289,MiniTruck,14,15,5,7,26,Saturday,0,128
185,271,MiniTruck,10,19,4,3,52,Monday,1,2500
186,975,MiniTruck,18,11,1,7,29,Monday,0,1427
157,37,Truck,10,15,20,9,97,Tuesday,1,1725
94,885,Tractor,9,12,1,9,82,Monday,1,820
108,595,Tractor,9,14,11,6,71,Tuesday,1,1112
152,588,Truck,14,8,17,5,46,Friday,1,908
77,562,Pickup,15,5,1,6,66,Thursday,0,286
52,949,Truck,13,8,12,7,20,Friday,1,319
3,331,MiniTruck,13,15,0,2,78,Wednesday,0,64
86,442,Pickup,11,14,16,10,98,Saturday,0,893
166,427,MiniTruck,14,16,27,10,83,Saturday,0,1924
42,226,Tractor,10,9,1,5,50,Monday,0,276
103,264,Truck,15,7,27,1,74,Friday,1,607
26,776,Tractor,12,11,10,10,30,Saturday,0,205
78,755,Tractor,19,5,26,3,90,Thursday,0,361
35,855,Tractor,9,9,17,7,35,Wednesday,0,251
184,809,Tractor,16,13,29,6,58,Tuesday,0,1743
67,775,Tractor,8,13,7,1,39,Tuesday,0,640
199,739,Truck,6,4,3,4,36,Thursday,0,569
140,695,Tractor,10,11,10,1,95,Thursday,0,1142
183,974,Tractor,11,11,24,3,97,Wednesday,1,1511
30,671,Pickup,12,9,18,5,86,Wednesday,1,268
189,519,Pickup,10,5,28,9,96,Thursday,1,753
149,976,MiniTruck,9,16,2,5,20,Friday,0,1667
1,677,Pickup,6,5,12,4,50,Thursday,0,40
33,516,Tractor,20,7,23,6,74,Thursday,0,226
108,90,Pickup,17,10,13,3,95,Tuesday,1,835
83,851,Pickup,17,18,27,8,45,Friday,0,1098
177,327,Tractor,14,8,2,5,75,Tuesday,0,1017
43,210,Tractor,14,11,6,9,30,Tuesday,1,346
46,759,Tractor,9,14,19,1,69,Tuesday,1,535
175,48,MiniTruck,20,5,28,2,55,Wednesday,0,690
44,338,MiniTruck,20,9,5,10,39,Wednesday,1,291
100,473,Truck,14,11,18,4,64,Monday,1,841
107,950,Tractor,17,10,6,8,55,Monday,1,779
51,899,MiniTruck,14,11,6,9,77,Friday,1,431
160,101,Truck,11,11,24,1,94,Saturday,1,1339
88,594,Pickup,11,15,1,9,43,Wednesday,1,935
34,250,Tractor,17,10,0,1,81,Monday,1,290
18,590,Pickup,15,13,16,5,70,Saturday,1,230
73,497,MiniTruck,8,7,8,9,51,Saturday,1,387
166,409,MiniTruck,6,16,18,3,37,Thursday,0,1904
192,196,MiniTruck,19,8,21,6,53,Saturday,0,1125
29,783,Truck,20,15,11,7,42,Saturday,1,341
19,166,Pickup,16,17,14,7,84,Monday,1,290
13,776,MiniTruck,15,16,9,8,24,Tuesday,0,151
109,861,MiniTruck,8,13,26,6,45,Saturday,0,1048
7,460,MiniTruck,10,11,4,7,28,Wednesday,0,54
77,909,Truck,17,10,15,2,64,Tuesday,1,610
49,833,Truck,6,6,10,7,88,Tuesday,0,248
159,955,MiniTruck,9,6,23,3,40,Wednesday,0,724
189,900,Pickup,10,18,9,8,90,Thursday,0,2420
112,468,Pickup,10,13,5,9,72,Saturday,0,1038
10,497,Truck,13,20,2,1,28,Saturday,0,155
28,158,MiniTruck,19,13,16,1,67,Thursday,1,332
33,127,Truck,17,20,15,5,95,Saturday,0,524
7,306,MiniTruck,15,6,26,1,27,Thursday,0,91
179,216,Truck,17,13,29,10,42,Monday,1,1692
146,635,Tractor,6,17,9,1,53,Monday,0,1778
19,80,Pickup,6,12,21,4,29,Monday,1,219
95,824,Truck,9,6,11,9,85,Thursday,1,451
10,416,Pickup,6,17,14,6,34,Wednesday,0,146
68,554,Tractor,11,6,10,7,22,Friday,1,310
31,292,Tractor,20,18,15,1,39,Monday,1,452
200,255,Pickup,7,7,30,6,35,Monday,0,1039
182,464,Tractor,19,19,27,2,52,Tuesday,1,2509
158,217,MiniTruck,7,5,12,2,73,Wednesday,0,607
162,280,Pickup,8,14,11,4,35,Saturday,0,1615
128,224,Pickup,20,6,5,3,20,Thursday,0,548
83,771,Truck,14,13,10,3,58,Monday,1,810
185,830,Truck,17,17,21,10,36,Wednesday,0,2231
61,437,Truck,7,4,29,10,98,Friday,0,247
20,873,Truck,18,12,24,1,23,Friday,0,224
43,874,Pickup,17,7,25,10,37,Saturday,0,249
133,553,Pickup,19,13,23,2,62,Saturday,1,1296
160,173,MiniTruck,10,10,9,6,25,Tuesday,1,1147
110,286,Tractor,13,11,17,7,100,Friday,1,925
112,935,MiniTruck,14,6,28,2,24,Wednesday,0,532
197,195,Tractor,17,18,4,5,44,Monday,1,2512
127,502,Pickup,15,20,7,7,78,Thursday,0,1810
3,525,Truck,14,8,8,1,84,Friday,0,71
163,387,Truck,17,11,6,2,65,Thursday,0,1293
15,595,Tractor,16,11,25,7,69,Monday,1,194
165,187,Truck,7,18,26,3,95,Wednesday,0,2169
174,163,Pickup,16,16,1,9,73,Friday,1,1975
199,133,Truck,19,4,17,5,20,Saturday,0,586
160,47,Tractor,16,19,12,8,47,Thursday,0,2151
199,561,Pickup,9,10,6,10,96,Saturday,1,1438
12,420,Pickup,17,16,20,8,74,Monday,1,202
91,40,Truck,16,5,10,1,97,Monday,0,384
12,446,Tractor,11,5,22,10,84,Monday,1,113
95,932,Pickup,20,13,9,2,94,Friday,1,938
199,89,Tractor,10,10,13,2,70,Monday,1,1463
4,735,Tractor,15,5,14,7,31,Friday,0,36
196,665,Truck,17,13,19,9,46,Thursday,1,1832
134,289,Truck,9,8,26,2,77,Thursday,1,849
145,873,Truck,7,19,13,8,62,Wednesday,0,1961
178,703,Truck,10,10,26,8,63,Saturday,0,1305
189,915,Truck,11,18,11,3,42,Friday,1,2430
14,753,Tractor,19,16,1,4,94,Monday,0,193
109,527,MiniTruck,14,17,14,6,70,Thursday,1,1357
53,810,MiniTruck,7,14,7,5,83,Wednesday,0,559
154,976,Tractor,13,4,16,2,41,Monday,1,492
140,65,Truck,9,19,17,2,20,Monday,0,1899
64,669,Tractor,18,4,16,3,50,Wednesday,0,227
197,434,Truck,15,4,18,8,64,Thursday,1,610
30,927,Pickup,12,6,18,1,83,Thursday,1,215
80,292,Truck,10,11,25,10,56,Saturday,1,679
184,96,Pickup,16,8,4,3,79,Saturday,1,1083
34,461,Truck,6,14,8,1,41,Saturday,1,381
5,783,Tractor,14,13,27,7,65,Saturday,1,126
150,165,Truck,17,20,18,6,69,Friday,1,2167
65,914,Tractor,19,10,21,10,77,Wednesday,1,520
49,917,Truck,14,5,5,4,89,Wednesday,1,229
106,106,MiniTruck,10,12,7,4,76,Tuesday,1,945
198,679,Truck,15,5,16,6,76,Wednesday,0,745
200,775,Pickup,15,13,14,7,47,Monday,0,1850
168,281,Tractor,17,4,0,3,56,Friday,0,489
165,518,MiniTruck,8,10,9,7,30,Wednesday,0,1167
41,134,Pickup,13,16,23,1,86,Friday,1,560
12,110,Truck,12,17,27,6,84,Friday,1,235
129,713,Tractor,17,13,4,6,73,Wednesday,0,1200
194,610,Tractor,14,14,8,1,100,Saturday,1,1979
185,321,MiniTruck,6,11,28,10,90,Thursday,0,1495
135,924,Tractor,17,12,12,7,97,Monday,0,1185
66,321,Pickup,6,8,19,7,62,Tuesday,0,417
176,589,Tractor,19,6,11,4,22,Thursday,0,760
120,933,Truck,15,5,25,5,87,Saturday,1,513
133,455,Truck,7,15,1,9,48,Tuesday,1,1410
82,92,Tractor,15,20,4,10,52,Wednesday,1,1167
193,109,Tractor,9,19,17,9,33,Wednesday,1,2605
193,947,MiniTruck,8,15,0,8,59,Tuesday,0,2032
12,860,Tractor,15,15,26,1,27,Thursday,1,203
115,477,MiniTruck,11,4,1,6,44,Saturday,1,343
124,834,Pickup,17,5,20,4,70,Thursday,0,497
56,418,Truck,10,9,8,8,55,Monday,1,387
196,868,Truck,19,17,23,4,39,Friday,1,2400
112,445,Truck,16,12,16,3,53,Saturday,0,990
107,328,MiniTruck,7,18,16,3,77,Saturday,1,1424
191,527,Pickup,9,5,24,7,28,Wednesday,1,724
8,101,Pickup,16,12,24,2,96,Thursday,1,172
7,939,Truck,6,8,10,7,85,Tuesday,1,95
154,690,Pickup,19,8,14,9,51,Saturday,1,903
123,510,Pickup,11,12,0,3,48,Wednesday,1,1063
196,144,MiniTruck,11,7,28,4,77,Wednesday,0,1042
200,150,Tractor,12,15,25,7,63,Tuesday,0,2160
171,405,Pickup,11,16,5,8,67,Wednesday,1,1949
173,864,MiniTruck,6,11,24,5,94,Saturday,0,1412
155,479,MiniTruck,15,15,10,4,71,Saturday,1,1686
161,981,Tractor,8,5,27,10,53,Thursday,0,614
85,283,MiniTruck,13,16,11,9,45,Friday,0,969
18,987,Pickup,12,9,26,8,27,Wednesday,0,154
131,573,MiniTruck,20,8,27,9,77,Monday,1,814
197,726,Tractor,10,12,7,1,36,Friday,1,1698
184,265,MiniTruck,10,12,27,3,55,Monday,0,1618
158,938,MiniTruck,19,4,9,7,85,Friday,1,496
180,761,Truck,14,18,12,4,52,Saturday,0,2306
125,189,MiniTruck,13,18,3,2,64,Thursday,1,1622
50,511,Truck,11,17,3,7,40,Monday,1,615
55,407,Pickup,19,6,7,9,83,Tuesday,0,259
75,40,Tractor,20,6,18,2,70,Thursday,1,395
199,755,Truck,12,9,9,7,99,Saturday,1,1315
123,921,Pickup,8,6,16,3,43,Wednesday,1,576
146,664,Tractor,8,12,15,7,90,Thursday,1,1295
11,723,Pickup,7,16,26,8,31,Saturday,1,181
133,701,MiniTruck,13,8,10,8,88,Wednesday,0,784
50,999,MiniTruck,8,20,1,1,99,Tuesday,1,763
195,91,Tractor,18,18,7,5,63,Wednesday,0,2487
74,509,Truck,7,15,28,6,86,Tuesday,0,858
17,590,Truck,19,14,2,8,31,Friday,0,162
116,862,Truck,12,18,15,7,97,Tuesday,0,1519
54,119,Pickup,20,13,10,4,90,Tuesday,0,544
103,931,MiniTruck,8,15,10,1,48,Wednesday,0,1122
63,731,Tractor,19,6,1,2,40,Wednesday,1,295
179,433,Pickup,11,6,9,10,95,Saturday,1,802
147,801,Pickup,13,5,7,2,81,Monday,1,578
110,565,Tractor,11,10,5,1,28,Wednesday,0,791
85,333,MiniTruck,12,10,25,7,80,Friday,0,664
112,532,Pickup,9,17,20,5,59,Saturday,1,1402
149,539,Truck,6,16,29,4,36,Thursday,1,1747
195,217,Tractor,16,4,12,1,55,Tuesday,1,609
38,650,Tractor,18,6,2,10,42,Wednesday,1,169
68,999,Tractor,16,14,1,7,97,Saturday,1,710
139,941,Tractor,6,10,16,8,37,Monday,0,999
36,973,Truck,9,20,4,10,98,Friday,0,531
151,794,Truck,7,15,28,1,67,Friday,1,1687
77,521,Pickup,7,17,17,1,100,Thursday,0,997
61,59,MiniTruck,17,4,0,6,54,Thursday,0,179
21,843,Tractor,7,12,6,4,73,Monday,1,227
127,288,Tractor,8,7,23,2,35,Wednesday,1,694
148,360,Tractor,15,6,24,8,96,Saturday,0,693
153,408,Truck,15,6,7,7,57,Monday,1,679
165,446,MiniTruck,17,8,0,6,93,Wednesday,0,952
102,45,Truck,20,6,13,9,21,Monday,0,437
88,935,Tractor,17,17,0,10,69,Wednesday,0,1051
156,326,MiniTruck,16,10,20,5,97,Thursday,0,1165
33,80,Truck,19,17,1,2,67,Tuesday,1,437
52,843,Truck,11,11,5,6,75,Saturday,0,429
79,713,Truck,19,13,19,8,25,Wednesday,1,760
71,584,MiniTruck,11,15,3,7,92,Saturday,0,776
42,754,MiniTruck,6,14,28,8,57,Monday,0,472
164,599,Tractor,11,10,18,2,100,Monday,0,1228
132,679,Truck,17,16,26,7,83,Thursday,0,1550
160,908,MiniTruck,8,6,16,6,84,Thursday,0,728
67,731,Tractor,15,12,4,10,21,Monday,0,551
84,812,MiniTruck,13,20,25,4,97,Saturday,0,1262
50,509,Truck,9,18,15,4,30,Tuesday,0,663
95,585,Pickup,15,13,16,6,46,Saturday,0,901
117,278,Pickup,14,6,25,4,52,Monday,1,570
177,689,Truck,20,12,0,6,27,Saturday,0,1482
142,123,Tractor,17,16,2,8,24,Monday,0,1582
71,547,MiniTruck,10,7,23,3,44,Saturday,1,421
130,967,Truck,6,13,21,6,41,Wednesday,1,1242
64,736,Pickup,8,14,26,6,75,Monday,1,713
69,123,Tractor,16,18,1,2,27,Friday,0,878
170,152,Truck,11,8,18,5,33,Thursday,1,1004
29,133,Truck,20,13,16,4,40,Wednesday,0,303
154,435,MiniTruck,20,8,29,7,29,Tuesday,0,913
100,857,Pickup,17,13,16,2,27,Monday,0,949
17,188,Tractor,9,4,3,7,78,Friday,1,86
87,397,Pickup,16,18,28,4,43,Tuesday,0,1161
100,537,MiniTruck,7,13,7,5,56,Thursday,0,936
45,841,Truck,17,19,8,10,27,Wednesday,0,598
132,710,Truck,11,15,0,10,54,Tuesday,0,1383
112,576,Tractor,12,8,10,8,82,Tuesday,0,664
7,736,Pickup,8,18,9,2,26,Wednesday,0,113
90,778,Pickup,20,20,23,2,67,Wednesday,1,1348
24,585,MiniTruck,15,15,22,6,41,Friday,1,313
66,272,MiniTruck,8,8,3,8,45,Tuesday,1,389
37,290,Pickup,20,9,18,9,27,Saturday,0,255
6,932,Tractor,15,6,20,8,42,Thursday,1,77
199,128,Tractor,17,12,4,1,59,Saturday,1,1721
126,548,Truck,9,7,9,6,68,Tuesday,1,666
59,82,Tractor,6,8,8,2,48,Monday,0,364
30,135,Tractor,7,13,13,5,59,Tuesday,0,313
73,274,Pickup,16,19,16,1,67,Wednesday,0,1033
190,156,Pickup,13,4,30,3,74,Monday,1,635
145,497,Pickup,15,19,19,10,86,Thursday,0,1979
90,432,Pickup,16,13,2,2,47,Wednesday,0,840
115,727,Pickup,18,13,19,10,68,Thursday,0,1088
180,477,Pickup,9,10,18,7,84,Monday,0,1317
114,135,Truck,15,13,15,6,26,Saturday,1,1077
163,208,Tractor,6,7,2,3,81,Monday,1,849
37,151,MiniTruck,20,11,7,3,46,Friday,0,312
