variety,total_bags,damaged,wet,moisture_pct,humidity_pct,rain_risk_pct,source
Sona Masoori,126,11,3,15.1,90,73,inspection
Jasmine,176,7,0,11.5,81,35,inspection
Sona Masoori,442,34,10,12.8,86,77,inspection
Ponni,124,9,5,14.0,90,42,inspection
IR-64,168,9,4,14.3,81,95,inspection
Basmati,484,32,22,12.3,73,93,inspection
Ponni,322,19,12,13.6,91,13,inspection
IR-64,354,5,16,14.0,94,31,inspection
Ponni,64,3,0,14.9,80,30,inspection
Ponni,373,29,5,16.0,91,38,inspection
Jasmine,388,7,18,15.0,69,35,inspection
Swarna,266,12,5,14.6,60,95,inspection
Basmati,205,17,10,15.0,69,57,inspection
Sona Masoori,412,16,13,13.6,66,31,inspection
Ponni,167,16,5,16.4,83,42,inspection
Ponni,439,35,21,11.8,88,90,inspection
Basmati,319,24,14,16.0,78,64,inspection
Swarna,228,10,5,13.7,85,9,inspection
IR-64,216,6,10,15.1,81,88,inspection
Jasmine,403,20,7,12.0,93,59,inspection
Jasmine,386,4,12,16.1,70,84,inspection
Swarna,320,7,3,14.3,74,74,inspection
Jasmine,424,13,4,14.2,68,1,inspection
Ponni,360,14,13,14.7,58,70,inspection
Jasmine,155,12,2,12.7,58,87,inspection
IR-64,294,21,11,12.8,94,85,inspection
Basmati,379,27,3,13.9,66,76,inspection
IR-64,185,6,7,12.9,81,9,inspection
Basmati,77,2,1,14.6,95,45,inspection
Swarna,81,1,0,16.3,59,4,inspection
Basmati,97,9,3,12.5,69,33,inspection
Ponni,200,15,1,15.7,75,14,inspection
Ponni,187,17,1,16.4,88,11,inspection
Jasmine,434,17,9,15.5,50,53,inspection
Swarna,112,10,3,16.3,60,19,inspection
IR-64,395,17,5,15.3,51,46,inspection
Ponni,415,39,7,13.4,92,0,inspection
Basmati,475,6,23,16.5,87,42,inspection
IR-64,421,23,16,13.3,50,63,inspection
Ponni,470,32,11,15.1,63,29,inspection
IR-64,355,25,7,15.3,53,33,inspection
Sona Masoori,326,19,11,12.4,65,51,inspection
IR-64,277,7,9,16.2,86,2,inspection
IR-64,91,6,1,14.5,73,43,inspection
Swarna,455,42,10,14.7,77,82,inspection
Jasmine,94,2,0,16.6,93,13,inspection
Ponni,494,6,10,12.6,69,78,inspection
Swarna,143,10,3,16.3,74,23,inspection
IR-64,411,25,13,12.8,93,29,inspection
Sona Masoori,439,35,13,14.7,86,48,inspection
Sona Masoori,61,3,0,16.0,64,3,inspection
Swarna,81,7,2,16.1,85,16,inspection
Jasmine,297,15,0,13.9,67,23,inspection
Basmati,377,22,16,14.5,81,94,inspection
IR-64,340,9,2,16.4,53,51,inspection
Jasmine,325,31,2,15.9,51,10,inspection
Ponni,343,16,7,11.8,68,33,inspection
Ponni,356,16,15,13.2,67,62,inspection
Swarna,479,23,19,15.2,51,82,inspection
Basmati,285,26,14,12.3,90,32,inspection
IR-64,245,12,3,13.9,78,70,inspection
Swarna,340,16,13,16.3,66,1,inspection
Jasmine,370,19,14,12.9,70,61,inspection
Sona Masoori,282,15,6,12.0,89,65,inspection
IR-64,339,5,10,13.1,75,66,inspection
Ponni,467,34,16,16.7,75,87,inspection
Swarna,191,7,8,12.1,51,0,inspection
Sona Masoori,390,15,14,14.2,77,4,inspection
Swarna,337,24,16,14.2,62,9,inspection
Swarna,253,21,8,13.1,80,73,inspection
IR-64,298,26,11,14.6,62,15,inspection
Basmati,128,12,4,14.5,73,30,inspection
Basmati,102,6,0,15.9,51,10,inspection
Ponni,344,19,0,15.1,85,2,inspection
Jasmine,120,9,4,14.0,94,65,inspection
Swarna,112,5,0,13.4,52,61,inspection
Sona Masoori,301,9,6,15.9,53,36,inspection
Ponni,356,15,12,13.5,78,76,inspection
Jasmine,210,8,0,13.7,92,6,inspection
Sona Masoori,484,34,1,14.5,50,6,inspection
Sona Masoori,314,23,0,14.4,73,3,inspection
Sona Masoori,136,7,4,13.3,68,72,inspection
Jasmine,177,2,0,15.2,89,22,inspection
Jasmine,148,13,5,14.8,80,46,inspection
Swarna,197,13,8,14.9,93,88,inspection
Basmati,387,15,16,12.7,88,54,inspection
Swarna,443,10,14,13.1,60,44,inspection
Jasmine,375,25,1,15.5,66,85,inspection
Sona Masoori,267,7,3,13.0,72,92,inspection
Jasmine,495,25,19,13.4,62,30,inspection
Ponni,452,36,8,12.7,78,54,inspection
Ponni,454,20,2,15.7,88,57,inspection
Jasmine,252,9,6,15.6,50,67,inspection
Sona Masoori,473,32,18,15.7,69,76,inspection
Ponni,212,11,2,14.8,75,66,inspection
Ponni,373,35,14,11.7,53,27,inspection
Ponni,265,11,3,12.4,52,86,inspection
Basmati,73,3,0,14.5,86,71,inspection
Basmati,451,34,2,12.8,59,56,inspection
Sona Masoori,106,6,4,15.2,53,89,inspection
Sona Masoori,333,30,10,12.8,93,54,inspection
Jasmine,432,7,7,13.2,64,21,inspection
Ponni,270,3,8,12.1,92,26,inspection
Jasmine,415,39,11,12.6,67,88,inspection
Sona Masoori,139,3,4,12.3,76,33,inspection
Swarna,399,34,5,16.4,50,42,inspection
IR-64,481,42,17,14.5,80,70,inspection
IR-64,92,8,1,16.0,68,60,inspection
Jasmine,336,3,2,13.0,69,49,inspection
IR-64,293,17,3,16.6,80,92,inspection
Swarna,466,22,10,16.2,55,33,inspection
Swarna,232,19,7,14.3,67,44,inspection
IR-64,276,25,7,13.9,77,79,inspection
Ponni,292,15,6,14.6,84,67,inspection
Basmati,202,15,9,13.2,66,57,inspection
IR-64,202,15,5,11.5,89,17,inspection
Jasmine,169,6,5,13.7,50,88,inspection
IR-64,416,41,12,13.9,92,8,inspection
Basmati,252,3,1,16.2,83,77,inspection
Basmati,490,26,5,16.7,68,37,inspection
Jasmine,463,43,1,15.0,76,15,inspection
Basmati,269,19,9,14.4,75,17,inspection
IR-64,91,6,1,16.6,79,3,inspection
Basmati,325,6,0,11.7,70,29,inspection
Jasmine,126,4,1,13.9,69,30,inspection
Swarna,405,31,9,12.4,91,91,inspection
Ponni,271,9,11,14.9,60,36,inspection
Basmati,274,5,1,12.5,54,13,inspection
Ponni,417,25,10,11.6,84,23,inspection
Sona Masoori,262,23,4,13.7,70,89,inspection
Ponni,229,9,3,14.2,74,29,inspection
Basmati,100,6,2,14.3,51,21,inspection
Ponni,150,13,3,13.3,54,21,inspection
Ponni,255,21,7,13.8,52,40,inspection
Swarna,361,28,3,16.4,88,67,inspection
Ponni,140,7,0,16.8,84,36,inspection
IR-64,82,7,0,12.8,92,28,inspection
Ponni,336,27,12,14.4,79,11,inspection
IR-64,167,14,7,15.5,51,26,inspection
Ponni,283,26,10,16.7,58,56,inspection
Ponni,259,18,4,12.2,84,89,inspection
Swarna,133,9,0,14.3,74,3,inspection
Ponni,307,15,1,13.9,64,34,inspection
Jasmine,63,1,0,13.7,92,68,inspection
Jasmine,384,16,4,13.3,90,90,inspection
Swarna,148,12,6,12.5,91,16,inspection
Swarna,315,10,3,14.9,52,7,inspection
Ponni,242,3,1,15.2,80,27,inspection
Swarna,172,4,2,15.5,92,16,inspection
Swarna,71,0,2,13.2,60,32,inspection
IR-64,229,13,8,13.3,68,52,inspection
Jasmine,410,37,20,12.7,87,57,inspection
Jasmine,79,4,2,13.1,56,53,inspection
Sona Masoori,244,19,3,15.7,76,81,inspection
Jasmine,295,13,0,12.7,75,43,inspection
Basmati,323,22,8,15.1,66,95,inspection
IR-64,166,14,8,12.5,61,79,inspection
IR-64,205,11,9,14.4,71,45,inspection
Swarna,74,2,2,11.6,77,20,inspection
Basmati,358,34,7,16.0,93,35,inspection
Sona Masoori,309,19,3,13.7,90,71,inspection
Sona Masoori,125,10,1,16.5,53,28,inspection
Ponni,74,7,1,15.2,65,92,inspection
Swarna,133,6,4,14.4,65,45,inspection
Basmati,340,19,0,15.6,54,4,inspection
Sona Masoori,247,8,9,15.8,63,58,inspection
Basmati,266,18,6,13.9,58,81,inspection
Ponni,452,19,9,13.9,70,48,inspection
Ponni,248,22,4,14.0,87,85,inspection
Swarna,234,10,4,14.5,89,72,inspection
Basmati,225,14,1,16.3,65,88,inspection
Jasmine,383,21,16,11.9,57,38,inspection
Basmati,98,9,3,14.5,89,44,inspection
IR-64,438,36,1,16.0,73,18,inspection
Swarna,402,9,15,15.6,91,64,inspection
Swarna,392,26,3,13.2,54,78,inspection
Basmati,486,35,7,16.3,81,37,inspection
Sona Masoori,471,24,9,12.6,92,17,inspection
Ponni,194,14,5,14.0,51,65,inspection
Basmati,89,7,0,12.5,73,87,inspection
Sona Masoori,462,5,16,12.4,68,36,inspection
Ponni,162,5,6,16.8,77,29,inspection
Sona Masoori,354,6,9,12.8,61,91,inspection
Sona Masoori,245,10,7,15.3,92,21,inspection
Ponni,350,32,8,11.8,51,36,inspection
Basmati,105,9,1,12.2,91,30,inspection
Swarna,64,6,2,12.0,88,11,inspection
IR-64,469,38,16,13.1,64,33,inspection
Swarna,95,6,3,12.6,88,87,inspection
Swarna,278,15,4,14.4,55,23,inspection
IR-64,119,9,3,15.6,59,3,inspection
Jasmine,422,5,6,12.6,55,28,inspection
Basmati,346,33,0,11.7,89,67,inspection
Ponni,390,17,8,14.3,54,74,inspection
Basmati,140,9,6,12.5,86,13,inspection
Sona Masoori,322,8,6,12.3,92,27,inspection
Ponni,432,21,3,15.8,63,12,inspection
Swarna,380,37,13,13.6,53,38,inspection
Jasmine,95,8,1,16.3,55,1,inspection
Ponni,348,28,8,12.0,57,64,inspection
Sona Masoori,224,7,2,15.8,51,14,inspection
IR-64,71,6,0,15.5,65,34,inspection
Basmati,280,9,7,11.6,81,9,inspection
Swarna,236,11,8,11.8,95,63,inspection
IR-64,243,5,0,15.2,91,58,inspection
Swarna,447,5,4,15.5,57,50,inspection
Swarna,388,26,16,14.2,54,11,inspection
Jasmine,453,44,21,11.8,94,56,inspection
IR-64,448,39,4,16.0,89,48,inspection
Swarna,264,10,8,16.1,51,1,inspection
Swarna,365,26,4,16.1,75,50,inspection
Jasmine,130,9,0,16.7,65,27,inspection
Swarna,115,9,4,15.4,70,66,inspection
Ponni,313,21,8,16.1,54,35,inspection
IR-64,187,16,7,12.5,69,27,inspection
Swarna,232,8,8,16.2,81,37,inspection
Jasmine,329,8,7,14.4,89,83,inspection
Ponni,434,11,11,11.5,86,63,inspection
Basmati,337,14,15,15.9,59,87,inspection
Jasmine,200,13,1,13.4,57,27,inspection
Ponni,275,15,2,15.6,63,39,inspection
IR-64,279,16,6,14.1,85,26,inspection
Swarna,348,33,9,16.0,62,18,inspection
Sona Masoori,192,9,4,15.2,76,32,inspection
Swarna,275,13,6,16.3,67,66,inspection
Jasmine,196,15,1,12.0,64,62,inspection
Swarna,176,15,5,12.1,71,44,inspection
Swarna,264,14,0,11.7,66,45,inspection
Sona Masoori,116,9,2,15.5,67,32,inspection
IR-64,338,9,6,12.1,69,91,inspection
Sona Masoori,97,1,1,13.7,74,15,inspection
Sona Masoori,500,9,15,12.6,74,9,inspection
Swarna,443,17,13,15.5,71,43,inspection
Swarna,239,10,11,16.3,61,94,inspection
Swarna,319,16,15,15.5,64,63,inspection
Sona Masoori,161,10,2,13.0,93,34,inspection
Basmati,493,39,0,14.5,93,52,inspection
IR-64,63,6,2,16.0,55,76,inspection
IR-64,137,13,2,14.1,59,28,inspection
Ponni,301,21,9,16.3,93,16,inspection
Jasmine,452,36,5,13.9,63,49,inspection
Basmati,396,15,13,15.7,53,74,inspection
Swarna,70,2,2,16.7,87,24,inspection
Ponni,353,4,2,12.0,93,46,inspection
IR-64,270,8,11,15.8,66,2,inspection
Jasmine,188,18,7,14.5,62,95,inspection
Sona Masoori,67,6,1,15.2,61,62,inspection
Jasmine,355,13,3,13.3,95,15,inspection
Basmati,190,11,2,13.0,74,54,inspection
Sona Masoori,439,31,7,15.5,80,89,inspection
Swarna,126,1,0,14.0,60,64,inspection
Swarna,440,30,9,16.2,95,8,inspection
Basmati,216,15,3,13.9,92,36,inspection
IR-64,179,13,4,13.2,57,52,inspection
IR-64,276,14,1,13.0,82,77,inspection
Jasmine,496,5,13,11.7,55,56,inspection
Sona Masoori,124,8,2,15.1,89,36,inspection
Swarna,98,8,4,15.4,65,5,inspection
Ponni,214,19,3,14.5,55,89,inspection
Jasmine,421,31,16,16.2,65,40,inspection
Ponni,163,11,6,14.9,80,21,inspection
Jasmine,243,14,6,16.1,92,62,inspection
Jasmine,166,14,3,11.8,58,53,inspection
Jasmine,293,24,5,16.5,80,12,inspection
Ponni,126,11,6,16.2,54,67,inspection
Sona Masoori,405,6,14,16.2,88,35,inspection
Sona Masoori,309,30,1,15.4,57,14,inspection
Basmati,265,18,12,12.9,74,91,inspection
Ponni,498,25,19,14.2,53,73,inspection
IR-64,434,41,17,15.6,81,27,inspection
Jasmine,324,31,2,16.4,91,43,inspection
Swarna,429,30,20,15.0,68,71,inspection
Swarna,294,17,1,11.5,80,71,inspection
IR-64,234,5,8,12.8,71,12,inspection
Jasmine,454,44,17,14.4,51,70,inspection
Swarna,307,20,10,14.5,87,7,inspection
Swarna,432,18,15,11.6,84,55,inspection
IR-64,341,34,7,16.8,86,82,inspection
Swarna,217,4,1,13.6,92,67,inspection
Jasmine,60,5,1,15.9,62,87,inspection
Jasmine,363,5,4,16.0,51,57,inspection
Ponni,457,35,9,11.8,90,65,inspection
Jasmine,420,10,10,15.5,87,28,inspection
Jasmine,77,2,1,14.5,82,30,inspection
IR-64,404,30,10,15.2,77,62,inspection
Swarna,410,6,9,12.4,76,44,inspection
Basmati,404,15,2,16.1,71,50,inspection
Swarna,262,20,6,13.4,67,11,inspection
Ponni,112,6,3,13.9,87,34,inspection
Sona Masoori,499,18,19,16.4,52,24,inspection
IR-64,91,5,4,12.5,61,50,inspection
Sona Masoori,170,16,2,12.2,74,84,inspection
IR-64,250,2,11,16.5,64,30,inspection
Sona Masoori,296,22,3,15.5,66,5,inspection
Sona Masoori,281,6,6,14.2,59,82,inspection
Jasmine,305,22,3,13.5,58,43,inspection
Jasmine,354,26,6,14.6,51,7,inspection
IR-64,264,24,2,15.3,76,76,inspection
Swarna,282,6,13,12.7,66,16,inspection
Jasmine,264,13,11,12.3,83,29,inspection
IR-64,314,24,3,15.1,61,43,inspection
Sona Masoori,179,15,6,15.8,95,60,inspection
Jasmine,87,3,2,11.5,94,74,inspection
Basmati,77,2,0,12.6,78,1,inspection
IR-64,409,36,10,12.2,90,68,inspection
Ponni,203,4,6,13.4,90,10,inspection
Ponni,380,11,1,16.4,67,59,inspection
Ponni,470,36,16,15.3,90,47,inspection
Sona Masoori,304,13,0,16.5,86,84,inspection
Jasmine,381,16,5,13.5,73,90,inspection
Jasmine,133,9,5,12.0,81,85,inspection
Swarna,377,4,3,15.0,77,37,inspection
IR-64,382,37,18,15.9,62,82,inspection
Swarna,327,11,15,14.3,89,26,inspection
Ponni,344,10,7,12.6,86,4,inspection
Ponni,299,16,3,16.3,93,86,inspection
IR-64,101,2,2,15.2,51,30,inspection
Basmati,447,43,17,14.6,93,53,inspection
Sona Masoori,408,16,8,15.1,51,16,inspection
Swarna,437,30,0,14.9,75,81,inspection
Jasmine,294,13,1,12.7,69,63,inspection
Basmati,484,23,3,14.5,93,68,inspection
Ponni,243,2,6,15.3,55,93,inspection
IR-64,218,5,1,12.3,80,48,inspection
Basmati,349,17,3,15.5,65,86,inspection
Jasmine,272,17,12,12.7,88,32,inspection
Basmati,63,2,2,12.6,86,44,inspection
Swarna,245,10,0,13.8,92,83,inspection
Sona Masoori,322,7,13,14.1,52,6,inspection
Sona Masoori,399,17,7,12.3,79,26,inspection
Jasmine,440,19,17,16.7,72,94,inspection
IR-64,428,40,4,15.2,61,21,inspection
Ponni,291,28,6,12.9,63,76,inspection
Swarna,62,0,0,15.7,87,15,inspection
Ponni,325,16,15,13.8,51,95,inspection
Jasmine,138,10,3,13.7,69,57,inspection
Ponni,381,21,11,15.2,92,60,inspection
Jasmine,203,16,6,12.0,77,7,inspection
Sona Masoori,366,13,17,12.5,56,53,inspection
Jasmine,396,7,5,15.0,90,71,inspection
Swarna,477,23,13,12.8,67,53,inspection
Basmati,190,18,2,16.3,63,88,inspection
Swarna,453,35,20,14.4,53,95,inspection
Jasmine,226,15,4,12.2,86,3,inspection
Basmati,104,8,1,14.4,78,69,inspection
Swarna,286,15,13,12.0,83,69,inspection
Basmati,185,11,3,15.8,72,5,inspection
Basmati,376,9,6,12.6,52,50,inspection
IR-64,182,11,6,11.7,86,82,inspection
Basmati,261,8,2,15.8,90,21,inspection
IR-64,243,9,12,12.8,75,76,inspection
IR-64,479,6,5,12.0,72,49,inspection
Swarna,92,2,3,11.5,84,5,inspection
Swarna,378,34,11,13.0,77,0,inspection
Sona Masoori,168,5,3,14.0,66,56,inspection
Ponni,122,2,1,15.0,55,54,inspection
Basmati,82,5,2,16.7,65,93,inspection
Jasmine,220,16,7,16.7,85,52,inspection
Jasmine,95,1,3,14.9,90,5,inspection
Sona Masoori,220,6,1,14.3,64,27,inspection
Ponni,272,2,11,15.3,92,51,inspection
Ponni,220,5,3,13.2,50,3,inspection
Swarna,158,15,6,15.7,50,13,inspection
Sona Masoori,154,2,4,16.0,72,59,inspection
Basmati,346,22,10,11.8,91,11,inspection
Ponni,119,9,2,12.5,75,80,inspection
Basmati,232,19,9,12.1,56,85,inspection
IR-64,486,24,12,16.4,76,68,inspection
Jasmine,312,3,4,11.9,50,68,inspection
IR-64,365,28,17,16.0,95,20,inspection
Ponni,426,23,19,16.6,73,2,inspection
Sona Masoori,367,10,14,13.7,59,75,inspection
Sona Masoori,450,11,3,12.5,86,45,inspection
Ponni,500,34,23,15.6,66,5,inspection
IR-64,304,16,7,16.1,54,60,inspection
Basmati,257,15,4,12.3,78,32,inspection
Sona Masoori,94,7,3,15.2,61,53,inspection
Jasmine,76,4,3,14.9,53,49,inspection
Sona Masoori,279,7,1,13.2,93,11,inspection
Swarna,84,1,0,15.9,54,69,inspection
Jasmine,127,10,5,16.1,95,82,inspection
Ponni,492,7,7,14.7,64,25,inspection
Ponni,441,33,2,14.2,81,74,inspection
Swarna,463,38,7,12.3,57,36,inspection
Swarna,344,22,14,15.0,82,89,inspection
Sona Masoori,493,22,2,11.6,87,90,inspection
Swarna,500,6,4,14.4,68,45,inspection
Sona Masoori,132,1,0,15.5,63,54,inspection
Basmati,457,36,5,12.0,94,71,inspection
Jasmine,467,34,16,15.8,52,69,inspection
Swarna,112,3,3,12.9,85,30,inspection
Basmati,203,17,0,14.5,72,3,inspection
Jasmine,475,6,19,16.0,71,64,inspection
Jasmine,293,18,3,12.9,75,55,inspection
Ponni,386,26,9,14.4,72,73,inspection
IR-64,371,8,11,16.7,55,39,inspection
Sona Masoori,208,10,4,14.8,79,83,inspection
Basmati,494,17,10,12.5,90,68,inspection
Swarna,369,10,1,12.0,88,44,inspection
Basmati,313,6,15,12.2,90,51,inspection
Jasmine,424,26,0,13.5,83,40,inspection
Jasmine,258,4,9,12.2,78,49,inspection
Swarna,130,6,4,15.6,84,51,inspection
Basmati,365,32,10,14.3,67,51,inspection
Jasmine,462,6,9,15.1,80,83,inspection
Swarna,140,5,1,15.9,81,87,inspection
Basmati,480,8,22,16.5,58,26,inspection
Basmati,135,3,5,12.9,62,43,inspection
Swarna,485,37,12,11.7,83,41,inspection
Ponni,218,5,3,14.7,54,57,inspection
Sona Masoori,233,9,8,15.6,50,80,inspection
IR-64,229,17,5,12.6,55,24,inspection
Basmati,271,8,8,11.6,89,79,inspection
IR-64,136,2,4,12.2,95,91,inspection
IR-64,356,10,1,12.9,66,95,inspection
Basmati,417,36,16,14.9,54,35,inspection
Ponni,464,33,18,14.1,64,33,inspection
IR-64,408,25,11,16.0,79,61,inspection
Jasmine,215,20,4,11.7,59,12,inspection
Ponni,135,8,3,12.7,63,62,inspection
Jasmine,441,30,21,14.2,82,13,inspection
Jasmine,350,34,6,13.5,69,20,inspection
Swarna,325,23,5,15.6,77,27,inspection
Swarna,291,13,11,16.7,72,16,inspection
Basmati,317,8,12,14.3,84,18,inspection
Swarna,481,17,4,14.8,70,39,inspection
Jasmine,224,20,10,12.6,57,8,inspection
Jasmine,345,13,16,15.5,85,3,inspection
Basmati,232,13,5,13.4,85,94,inspection
Swarna,141,6,3,11.5,66,56,inspection
Swarna,422,24,10,11.7,58,69,inspection
Basmati,421,7,14,15.2,82,57,inspection
Sona Masoori,380,27,15,14.0,63,9,inspection
Jasmine,259,4,10,14.4,88,24,inspection
Jasmine,129,8,3,13.6,56,84,inspection
Basmati,424,34,5,16.3,55,32,inspection
Sona Masoori,385,6,17,15.8,50,49,inspection
Basmati,132,12,2,14.6,88,48,inspection
Swarna,219,3,8,12.9,63,27,inspection
Swarna,109,3,4,15.8,93,46,inspection
Basmati,462,30,19,14.6,78,21,inspection
Swarna,74,2,2,12.0,52,95,inspection
IR-64,210,8,7,13.1,88,63,inspection
Jasmine,242,16,8,15.8,95,52,inspection
Ponni,319,14,15,12.0,80,65,inspection
IR-64,119,6,1,13.4,87,19,inspection
Swarna,283,6,12,16.7,64,65,inspection
Ponni,83,1,0,16.5,63,27,inspection
IR-64,368,34,8,13.2,85,5,inspection
Basmati,290,22,12,12.6,57,39,inspection
Ponni,171,6,4,15.7,85,59,inspection
Swarna,190,8,3,11.5,51,28,inspection
Basmati,265,11,9,11.6,93,57,inspection
IR-64,497,43,4,16.8,59,15,inspection
Jasmine,390,32,4,14.4,57,74,inspection
Ponni,272,14,10,16.1,84,21,inspection
Swarna,128,8,1,13.8,95,27,inspection
Sona Masoori,213,13,8,15.3,73,82,inspection
Ponni,145,6,7,15.0,52,51,inspection
Sona Masoori,199,5,2,14.4,64,12,inspection
Basmati,165,5,7,16.8,83,93,inspection
Ponni,106,4,4,12.1,83,84,inspection
Swarna,239,4,10,12.0,66,23,inspection
Jasmine,180,9,6,14.0,93,11,inspection
Basmati,346,11,16,15.3,64,48,inspection
Sona Masoori,102,4,1,15.2,71,74,inspection
Ponni,472,44,3,14.8,73,73,inspection
Ponni,186,5,7,14.1,62,13,inspection
IR-64,412,10,8,13.6,86,63,inspection
Swarna,326,19,5,14.1,81,46,inspection
Ponni,277,14,13,11.9,69,11,inspection
Sona Masoori,359,34,11,13.3,85,3,inspection
Basmati,151,4,4,13.8,81,16,inspection
Sona Masoori,407,17,0,15.8,75,14,inspection
Sona Masoori,98,3,2,11.9,89,13,inspection
Sona Masoori,217,21,5,13.0,62,52,inspection
IR-64,448,4,0,11.9,87,77,inspection
Jasmine,328,26,14,16.5,56,49,inspection
Basmati,482,18,15,13.9,88,2,inspection
Jasmine,368,36,8,14.5,55,43,inspection
Ponni,398,25,11,16.4,74,58,inspection
Swarna,401,39,11,12.7,78,23,inspection
Swarna,120,6,2,11.7,61,24,inspection
IR-64,405,33,11,12.4,73,65,inspection
Swarna,141,13,0,16.2,73,79,inspection
Jasmine,246,16,1,13.4,93,56,inspection
Swarna,299,12,10,11.5,57,87,inspection
Sona Masoori,486,13,19,16.6,93,63,inspection
Jasmine,488,23,8,16.0,50,75,inspection
Ponni,342,20,12,15.1,91,87,inspection
Sona Masoori,447,23,21,14.3,93,77,inspection
Ponni,253,9,2,16.7,80,75,inspection
Jasmine,159,5,3,16.8,76,35,inspection
IR-64,255,21,8,12.6,81,50,inspection
Basmati,364,14,8,13.6,66,94,inspection
Jasmine,258,17,12,13.5,66,74,inspection
Jasmine,100,3,4,13.3,90,94,inspection
Basmati,223,4,0,14.9,95,81,inspection
Basmati,183,12,5,13.8,60,76,inspection
Basmati,407,18,17,15.9,83,78,inspection
Jasmine,379,18,15,12.9,51,30,inspection
Basmati,343,19,6,16.1,52,61,inspection
Ponni,170,15,4,12.6,84,47,inspection
IR-64,429,27,6,14.7,65,52,inspection
Jasmine,328,17,7,11.7,67,3,inspection
Sona Masoori,471,4,20,16.1,55,45,inspection
IR-64,150,12,2,15.8,95,32,inspection
Sona Masoori,470,19,5,15.4,59,52,inspection
Ponni,291,8,4,14.8,77,26,inspection
Swarna,299,21,14,13.0,77,34,inspection
Swarna,281,24,13,15.5,65,27,inspection
Swarna,160,8,0,15.9,86,79,inspection
Ponni,135,4,5,15.6,95,73,inspection
Sona Masoori,105,5,2,11.6,90,62,inspection
Ponni,116,2,1,15.1,88,41,inspection
Ponni,194,11,4,14.6,79,60,inspection
Ponni,160,2,2,16.8,51,54,inspection
Basmati,288,21,6,16.1,73,34,inspection
Ponni,167,11,6,16.0,51,44,inspection
Jasmine,153,1,3,13.7,61,59,inspection
Ponni,300,15,9,13.3,80,7,inspection
Jasmine,337,21,4,15.1,57,20,inspection
Jasmine,264,5,2,16.4,63,72,inspection
Swarna,189,10,2,13.4,91,75,inspection
Jasmine,112,6,5,15.2,63,31,inspection
Swarna,64,5,0,13.3,94,64,inspection
Ponni,93,8,1,15.5,90,51,inspection
Sona Masoori,479,6,10,13.8,52,63,inspection
IR-64,449,22,16,14.4,91,38,inspection
Ponni,160,9,6,15.8,64,32,inspection
Swarna,169,6,5,13.8,71,84,inspection
Basmati,194,10,5,14.8,80,23,inspection
IR-64,120,3,3,16.1,85,64,inspection
Swarna,471,44,10,16.7,65,94,inspection
Jasmine,325,27,15,13.2,89,64,inspection
Basmati,81,7,4,14.4,92,73,inspection
Ponni,170,2,5,11.6,61,80,inspection
Basmati,283,6,8,11.5,95,43,inspection
Sona Masoori,123,10,3,15.4,60,26,inspection
IR-64,370,17,3,16.5,92,79,inspection
Sona Masoori,367,15,17,15.9,60,31,inspection
Basmati,195,9,6,16.6,65,3,inspection
Sona Masoori,471,33,4,13.4,53,23,inspection
IR-64,73,3,0,12.1,90,77,inspection
Basmati,62,1,2,11.6,58,25,inspection
IR-64,418,39,2,11.7,94,49,inspection
Sona Masoori,214,2,2,14.3,57,88,inspection
Sona Masoori,237,11,10,13.1,68,90,inspection
Basmati,287,14,2,15.5,81,76,inspection
Ponni,443,29,7,12.3,95,42,inspection
Ponni,484,11,3,12.1,55,68,inspection
Jasmine,156,14,6,15.6,58,55,inspection
Ponni,241,9,10,16.1,56,64,inspection
Basmati,391,31,12,14.0,76,67,inspection
Sona Masoori,232,7,10,16.3,87,5,inspection
Sona Masoori,354,30,4,13.7,89,42,inspection
Ponni,292,3,10,13.6,93,43,inspection
Basmati,322,6,11,14.4,87,94,inspection
Basmati,437,30,6,11.7,86,17,inspection
Jasmine,208,10,8,11.7,71,3,inspection
Ponni,244,17,9,13.3,72,76,inspection
IR-64,248,4,0,16.1,82,65,inspection
Jasmine,128,10,1,15.0,78,56,inspection
Swarna,381,16,16,14.1,81,34,inspection
Basmati,205,6,4,16.2,57,16,inspection
Basmati,437,27,13,14.6,65,61,inspection
Sona Masoori,312,28,9,11.8,68,42,inspection
Basmati,340,25,7,15.9,86,88,inspection
Basmati,428,20,4,16.0,56,55,inspection
Ponni,234,4,3,15.7,92,62,inspection
Ponni,173,13,3,13.3,51,21,inspection
Basmati,379,14,14,15.4,51,48,inspection
IR-64,311,13,12,12.3,80,50,inspection
Basmati,478,31,6,13.4,57,88,inspection
Swarna,386,13,7,15.8,53,43,inspection
Ponni,183,12,3,15.7,72,45,inspection
