route,load,variety,priority,preferred_status,eta_minutes,rain_safe
Talegaon to Warehouse C,395 bags Basmati,Basmati,18,ready,79,False
Shirur to Warehouse A,108 bags IR-64,IR-64,18,standby,118,True
Wagholi to Warehouse C,238 bags Sona Masoori,Sona Masoori,15,standby,161,True
Indapur to Warehouse A,120 bags Ponni,Ponni,8,standby,127,False
Shirur to Warehouse B,221 bags Sona Masoori,Sona Masoori,8,scheduled,85,False
Open Yard C to Warehouse C,381 bags Sona Masoori,Sona Masoori,11,ready,138,False
Daund to Warehouse B,449 bags Ponni,Ponni,3,ready,91,True
Moshi to Warehouse A,392 bags Basmati,Basmati,7,ready,179,False
Hadapsar to Warehouse B,176 bags Ponni,Ponni,3,standby,99,False
Open Yard C to Warehouse A,488 bags Ponni,Ponni,5,ready,55,True
Pimpri to Warehouse B,313 bags Sona Masoori,Sona Masoori,7,ready,166,False
Baramati to Warehouse C,230 bags Swarna,Swarna,6,scheduled,80,True
Hadapsar to Warehouse C,101 bags Swarna,Swarna,18,ready,132,True
Indapur to Warehouse C,324 bags Basmati,Basmati,11,standby,117,False
Hadapsar to Warehouse C,379 bags Basmati,Basmati,9,standby,30,True
Sanaswadi to Warehouse B,124 bags Swarna,Swarna,19,ready,81,True
Open Yard C to Warehouse B,480 bags Ponni,Ponni,5,standby,15,True
Bhosari to Warehouse C,459 bags Sona Masoori,Sona Masoori,17,scheduled,178,False
Pimpri to Warehouse C,378 bags Sona Masoori,Sona Masoori,7,standby,175,True
Open Yard C to Warehouse B,214 bags IR-64,IR-64,17,ready,143,True
Moshi to Warehouse A,216 bags Swarna,Swarna,2,standby,91,False
Open Yard C to Warehouse B,77 bags Sona Masoori,Sona Masoori,14,ready,56,False
Talegaon to Warehouse B,476 bags Basmati,Basmati,11,ready,121,True
Sanaswadi to Warehouse A,113 bags IR-64,IR-64,11,scheduled,79,False
Pimpri to Warehouse C,406 bags IR-64,IR-64,5,scheduled,78,False
Sanaswadi to Warehouse B,478 bags Sona Masoori,Sona Masoori,15,standby,90,True
Wagholi to Warehouse B,246 bags Sona Masoori,Sona Masoori,20,ready,81,False
Khed to Warehouse A,419 bags Sona Masoori,Sona Masoori,14,standby,78,True
Sanaswadi to Warehouse B,345 bags Basmati,Basmati,4,ready,63,False
Talegaon to Warehouse A,182 bags Sona Masoori,Sona Masoori,6,standby,58,True
Wagholi to Warehouse C,104 bags Swarna,Swarna,11,ready,32,False
Shirur to Warehouse A,360 bags Basmati,Basmati,14,ready,36,False
Wagholi to Warehouse A,148 bags IR-64,IR-64,7,ready,115,False
Daund to Warehouse A,121 bags Ponni,Ponni,11,scheduled,32,False
Lonikand to Warehouse B,406 bags Basmati,Basmati,18,standby,127,True
Khed to Warehouse B,422 bags Swarna,Swarna,18,standby,159,True
Daund to Warehouse B,140 bags Basmati,Basmati,19,standby,58,True
Bhosari to Warehouse C,491 bags Sona Masoori,Sona Masoori,4,scheduled,87,True
Pimpri to Warehouse C,361 bags Basmati,Basmati,17,standby,89,True
Wagholi to Warehouse A,434 bags Sona Masoori,Sona Masoori,7,scheduled,107,False
Lonikand to Warehouse C,347 bags IR-64,IR-64,19,standby,87,True
Chakan to Warehouse B,128 bags Sona Masoori,Sona Masoori,4,standby,22,True
Baramati to Warehouse B,71 bags IR-64,IR-64,2,scheduled,144,False
Daund to Warehouse B,273 bags Ponni,Ponni,17,scheduled,148,False
Chakan to Warehouse B,369 bags Basmati,Basmati,18,standby,153,True
Baramati to Warehouse A,459 bags Ponni,Ponni,4,standby,113,False
Lonikand to Warehouse C,217 bags Ponni,Ponni,4,ready,94,False
Daund to Warehouse C,345 bags Sona Masoori,Sona Masoori,11,standby,53,True
Shirur to Warehouse C,63 bags Sona Masoori,Sona Masoori,4,standby,30,False
Lonikand to Warehouse A,161 bags Sona Masoori,Sona Masoori,12,ready,151,True
Lonikand to Warehouse A,198 bags IR-64,IR-64,18,ready,18,True
Talegaon to Warehouse C,498 bags Basmati,Basmati,13,standby,115,False
Bhosari to Warehouse A,372 bags IR-64,IR-64,6,standby,50,False
Hadapsar to Warehouse B,131 bags IR-64,IR-64,18,ready,127,True
Bhosari to Warehouse B,292 bags Swarna,Swarna,1,ready,49,True
Khed to Warehouse C,388 bags Ponni,Ponni,18,ready,178,False
Daund to Warehouse B,290 bags Basmati,Basmati,2,scheduled,142,False
Bhosari to Warehouse A,88 bags Sona Masoori,Sona Masoori,15,scheduled,101,True
Indapur to Warehouse B,481 bags Sona Masoori,Sona Masoori,1,standby,70,True
Lonikand to Warehouse B,487 bags Sona Masoori,Sona Masoori,1,scheduled,168,False
Lonikand to Warehouse A,195 bags Swarna,Swarna,5,ready,85,True
Chakan to Warehouse B,198 bags Sona Masoori,Sona Masoori,14,scheduled,151,True
Pimpri to Warehouse A,298 bags Swarna,Swarna,8,scheduled,156,False
Daund to Warehouse A,162 bags Ponni,Ponni,4,scheduled,58,True
Lonikand to Warehouse B,381 bags IR-64,IR-64,6,ready,155,False
Shirur to Warehouse A,294 bags Sona Masoori,Sona Masoori,9,standby,74,False
Lonikand to Warehouse B,445 bags IR-64,IR-64,3,scheduled,172,False
Pimpri to Warehouse A,86 bags Sona Masoori,Sona Masoori,14,scheduled,163,True
Khed to Warehouse A,383 bags IR-64,IR-64,11,standby,94,False
Daund to Warehouse A,227 bags Sona Masoori,Sona Masoori,16,scheduled,15,False
Baramati to Warehouse B,53 bags Ponni,Ponni,18,ready,159,False
Khed to Warehouse C,362 bags Ponni,Ponni,13,standby,103,False
Chakan to Warehouse C,263 bags Swarna,Swarna,5,standby,75,True
Indapur to Warehouse B,346 bags Basmati,Basmati,3,scheduled,80,False
Daund to Warehouse B,192 bags IR-64,IR-64,6,ready,164,False
Open Yard C to Warehouse A,150 bags IR-64,IR-64,2,scheduled,98,True
Open Yard C to Warehouse B,99 bags Ponni,Ponni,14,standby,105,True
Lonikand to Warehouse C,410 bags Sona Masoori,Sona Masoori,1,scheduled,120,False
Wagholi to Warehouse B,104 bags IR-64,IR-64,14,standby,117,False
Daund to Warehouse C,55 bags Basmati,Basmati,1,ready,31,False
Hadapsar to Warehouse B,122 bags IR-64,IR-64,8,ready,49,False
Bhosari to Warehouse C,299 bags Ponni,Ponni,15,standby,65,True
Hadapsar to Warehouse C,472 bags Ponni,Ponni,4,standby,147,True
Baramati to Warehouse A,455 bags Ponni,Ponni,20,scheduled,160,True
Open Yard C to Warehouse B,395 bags Swarna,Swarna,11,standby,45,True
Lonikand to Warehouse A,275 bags Basmati,Basmati,19,ready,77,False
Lonikand to Warehouse A,86 bags Sona Masoori,Sona Masoori,10,scheduled,67,True
Moshi to Warehouse A,323 bags Ponni,Ponni,13,standby,76,True
Bhosari to Warehouse B,424 bags Basmati,Basmati,19,ready,21,True
Hadapsar to Warehouse C,98 bags Ponni,Ponni,1,standby,121,False
Shirur to Warehouse B,416 bags Sona Masoori,Sona Masoori,2,standby,48,True
Shirur to Warehouse A,205 bags Sona Masoori,Sona Masoori,9,standby,154,True
Baramati to Warehouse A,118 bags Ponni,Ponni,9,ready,31,False
Khed to Warehouse C,290 bags Ponni,Ponni,15,scheduled,176,True
Talegaon to Warehouse A,194 bags Ponni,Ponni,20,scheduled,137,True
Hadapsar to Warehouse C,115 bags Sona Masoori,Sona Masoori,9,standby,179,False
Khed to Warehouse B,180 bags IR-64,IR-64,7,ready,93,True
Moshi to Warehouse A,260 bags Basmati,Basmati,3,standby,20,False
Bhosari to Warehouse B,50 bags Sona Masoori,Sona Masoori,1,scheduled,89,True
Hadapsar to Warehouse A,170 bags Basmati,Basmati,12,ready,131,False
Talegaon to Warehouse A,419 bags Swarna,Swarna,5,scheduled,47,True
Pimpri to Warehouse B,266 bags Swarna,Swarna,5,scheduled,36,False
Chakan to Warehouse A,413 bags Ponni,Ponni,20,scheduled,164,False
Daund to Warehouse C,484 bags Swarna,Swarna,16,ready,136,False
Lonikand to Warehouse B,492 bags Sona Masoori,Sona Masoori,7,scheduled,137,False
Khed to Warehouse A,115 bags IR-64,IR-64,20,scheduled,36,True
Pimpri to Warehouse B,379 bags IR-64,IR-64,2,ready,144,False
Hadapsar to Warehouse A,190 bags Basmati,Basmati,4,scheduled,79,False
Open Yard C to Warehouse C,306 bags Swarna,Swarna,17,standby,180,False
Bhosari to Warehouse C,164 bags Basmati,Basmati,4,scheduled,157,True
Baramati to Warehouse C,386 bags Swarna,Swarna,10,scheduled,25,True
Khed to Warehouse C,457 bags Sona Masoori,Sona Masoori,12,ready,96,False
Pimpri to Warehouse A,341 bags Sona Masoori,Sona Masoori,18,scheduled,98,True
Khed to Warehouse B,418 bags IR-64,IR-64,2,ready,86,False
Pimpri to Warehouse A,442 bags IR-64,IR-64,19,standby,129,True
Khed to Warehouse C,211 bags Basmati,Basmati,1,ready,73,False
Bhosari to Warehouse B,283 bags Sona Masoori,Sona Masoori,5,standby,134,True
Indapur to Warehouse B,150 bags Swarna,Swarna,18,scheduled,86,True
Sanaswadi to Warehouse C,227 bags Basmati,Basmati,12,scheduled,101,True
Khed to Warehouse B,186 bags Basmati,Basmati,2,ready,147,False
Baramati to Warehouse B,407 bags Ponni,Ponni,17,scheduled,165,True
Khed to Warehouse C,423 bags IR-64,IR-64,4,standby,24,False
Indapur to Warehouse A,397 bags Sona Masoori,Sona Masoori,9,standby,173,False
Baramati to Warehouse A,113 bags IR-64,IR-64,10,ready,42,False
Open Yard C to Warehouse C,301 bags Ponni,Ponni,1,ready,39,True
Daund to Warehouse B,332 bags Swarna,Swarna,14,ready,35,False
Wagholi to Warehouse B,126 bags Swarna,Swarna,5,ready,91,False
Sanaswadi to Warehouse C,182 bags Ponni,Ponni,18,ready,135,True
Moshi to Warehouse A,110 bags Ponni,Ponni,15,ready,18,True
Hadapsar to Warehouse A,217 bags Swarna,Swarna,2,scheduled,88,False
Hadapsar to Warehouse A,287 bags IR-64,IR-64,5,ready,111,False
Indapur to Warehouse C,339 bags Ponni,Ponni,16,scheduled,80,True
Indapur to Warehouse A,377 bags Sona Masoori,Sona Masoori,9,standby,146,True
Indapur to Warehouse B,276 bags Ponni,Ponni,20,scheduled,143,True
Wagholi to Warehouse B,480 bags Ponni,Ponni,6,ready,134,True
Wagholi to Warehouse C,112 bags Sona Masoori,Sona Masoori,7,standby,38,False
Indapur to Warehouse B,175 bags IR-64,IR-64,8,standby,82,False
Daund to Warehouse B,467 bags Basmati,Basmati,4,scheduled,46,True
Baramati to Warehouse B,354 bags Sona Masoori,Sona Masoori,16,standby,20,True
Wagholi to Warehouse A,438 bags Swarna,Swarna,9,standby,54,False
Lonikand to Warehouse B,462 bags Swarna,Swarna,10,standby,99,True
Chakan to Warehouse A,211 bags Sona Masoori,Sona Masoori,5,standby,46,True
Bhosari to Warehouse B,182 bags Sona Masoori,Sona Masoori,3,standby,166,True
Khed to Warehouse A,64 bags Swarna,Swarna,1,ready,41,True
Daund to Warehouse B,382 bags Ponni,Ponni,7,standby,23,False
Bhosari to Warehouse A,140 bags Sona Masoori,Sona Masoori,10,ready,56,False
Indapur to Warehouse B,384 bags IR-64,IR-64,12,standby,158,False
Khed to Warehouse A,211 bags Swarna,Swarna,4,standby,119,True
Khed to Warehouse B,392 bags Ponni,Ponni,19,scheduled,171,False
Wagholi to Warehouse C,122 bags Swarna,Swarna,3,scheduled,85,False
Open Yard C to Warehouse A,274 bags Basmati,Basmati,18,standby,117,True
Daund to Warehouse C,369 bags Basmati,Basmati,2,scheduled,42,False
Bhosari to Warehouse C,347 bags Basmati,Basmati,2,standby,64,True
Hadapsar to Warehouse B,334 bags Basmati,Basmati,19,standby,104,True
Daund to Warehouse A,392 bags Basmati,Basmati,6,scheduled,147,True
Open Yard C to Warehouse A,462 bags Swarna,Swarna,11,standby,142,True
Pimpri to Warehouse C,372 bags Swarna,Swarna,7,ready,81,False
Lonikand to Warehouse A,233 bags IR-64,IR-64,9,scheduled,136,False
Baramati to Warehouse B,179 bags Basmati,Basmati,9,scheduled,114,False
Indapur to Warehouse C,175 bags Sona Masoori,Sona Masoori,10,ready,87,True
Sanaswadi to Warehouse B,54 bags Swarna,Swarna,19,scheduled,145,True
Chakan to Warehouse B,329 bags Swarna,Swarna,5,scheduled,132,False
Indapur to Warehouse B,460 bags IR-64,IR-64,16,ready,166,True
Indapur to Warehouse C,230 bags Basmati,Basmati,13,standby,164,True
Talegaon to Warehouse A,61 bags Basmati,Basmati,1,ready,55,False
Wagholi to Warehouse B,424 bags IR-64,IR-64,20,ready,26,True
Indapur to Warehouse B,80 bags Ponni,Ponni,20,standby,51,False
Baramati to Warehouse A,275 bags Ponni,Ponni,5,ready,49,False
Khed to Warehouse A,411 bags Swarna,Swarna,10,standby,46,False
Indapur to Warehouse A,161 bags IR-64,IR-64,12,standby,74,False
Hadapsar to Warehouse C,374 bags Ponni,Ponni,17,scheduled,81,False
Talegaon to Warehouse B,335 bags Ponni,Ponni,12,standby,77,False
Moshi to Warehouse B,352 bags Basmati,Basmati,19,ready,82,False
Lonikand to Warehouse B,359 bags Basmati,Basmati,20,ready,131,True
Talegaon to Warehouse B,421 bags IR-64,IR-64,4,ready,88,True
Baramati to Warehouse C,104 bags Ponni,Ponni,8,standby,52,False
Lonikand to Warehouse A,132 bags IR-64,IR-64,20,standby,115,True
Baramati to Warehouse B,102 bags Swarna,Swarna,14,ready,22,False
Sanaswadi to Warehouse B,422 bags Swarna,Swarna,11,scheduled,108,True
Moshi to Warehouse A,332 bags Swarna,Swarna,8,scheduled,35,True
Sanaswadi to Warehouse B,53 bags IR-64,IR-64,5,scheduled,169,True
Sanaswadi to Warehouse B,446 bags Basmati,Basmati,11,scheduled,106,True
Indapur to Warehouse C,417 bags IR-64,IR-64,15,ready,140,False
Indapur to Warehouse B,143 bags IR-64,IR-64,20,standby,96,False
Hadapsar to Warehouse A,469 bags Swarna,Swarna,7,scheduled,49,False
Shirur to Warehouse A,361 bags Swarna,Swarna,19,standby,35,False
Moshi to Warehouse A,56 bags IR-64,IR-64,13,standby,140,False
Indapur to Warehouse A,84 bags Basmati,Basmati,7,scheduled,175,False
Daund to Warehouse C,247 bags Ponni,Ponni,13,ready,70,False
Moshi to Warehouse B,232 bags Swarna,Swarna,8,standby,21,False
Talegaon to Warehouse A,336 bags Ponni,Ponni,18,standby,31,False
Hadapsar to Warehouse A,390 bags Ponni,Ponni,12,standby,136,True
Bhosari to Warehouse A,289 bags Swarna,Swarna,8,standby,48,False
Hadapsar to Warehouse B,93 bags Basmati,Basmati,17,ready,28,True
Khed to Warehouse C,282 bags Basmati,Basmati,20,scheduled,21,True
Chakan to Warehouse C,416 bags Sona Masoori,Sona Masoori,1,scheduled,30,False
Talegaon to Warehouse A,64 bags Ponni,Ponni,16,standby,55,True
Shirur to Warehouse C,482 bags Basmati,Basmati,12,standby,77,False
Pimpri to Warehouse B,445 bags Sona Masoori,Sona Masoori,5,standby,68,True
Bhosari to Warehouse B,465 bags Ponni,Ponni,20,scheduled,133,False
Moshi to Warehouse B,234 bags Swarna,Swarna,20,standby,65,True
Hadapsar to Warehouse A,469 bags Ponni,Ponni,17,scheduled,29,False
Bhosari to Warehouse A,359 bags Basmati,Basmati,3,ready,101,True
Talegaon to Warehouse C,193 bags Sona Masoori,Sona Masoori,8,standby,27,False
Shirur to Warehouse C,329 bags Swarna,Swarna,16,scheduled,104,False
Open Yard C to Warehouse B,399 bags Ponni,Ponni,11,standby,165,False
Pimpri to Warehouse A,205 bags Basmati,Basmati,2,ready,173,False
Talegaon to Warehouse A,250 bags Swarna,Swarna,20,ready,115,True
Baramati to Warehouse A,306 bags Swarna,Swarna,11,standby,153,True
Wagholi to Warehouse C,118 bags Sona Masoori,Sona Masoori,10,standby,156,False
Indapur to Warehouse C,215 bags Sona Masoori,Sona Masoori,9,ready,52,True
Baramati to Warehouse B,183 bags IR-64,IR-64,10,scheduled,66,False
Moshi to Warehouse B,451 bags Swarna,Swarna,15,ready,23,False
Shirur to Warehouse C,336 bags Swarna,Swarna,19,scheduled,107,False
Baramati to Warehouse B,367 bags Sona Masoori,Sona Masoori,3,standby,116,False
Baramati to Warehouse C,127 bags Swarna,Swarna,10,standby,144,False
Pimpri to Warehouse A,384 bags Ponni,Ponni,15,scheduled,171,False
Hadapsar to Warehouse B,292 bags Sona Masoori,Sona Masoori,3,standby,86,True
Lonikand to Warehouse A,270 bags Basmati,Basmati,12,scheduled,167,True
Lonikand to Warehouse B,176 bags Swarna,Swarna,18,standby,84,False
Sanaswadi to Warehouse B,70 bags Swarna,Swarna,19,standby,114,False
Moshi to Warehouse C,479 bags Swarna,Swarna,12,ready,163,True
Chakan to Warehouse C,351 bags IR-64,IR-64,2,standby,55,False
Hadapsar to Warehouse B,447 bags Swarna,Swarna,4,standby,108,False
Lonikand to Warehouse B,144 bags Sona Masoori,Sona Masoori,5,standby,16,True
Shirur to Warehouse B,284 bags Ponni,Ponni,19,ready,165,True
Open Yard C to Warehouse A,122 bags Basmati,Basmati,6,ready,114,False
Sanaswadi to Warehouse A,347 bags Ponni,Ponni,1,ready,140,True
Chakan to Warehouse C,360 bags Sona Masoori,Sona Masoori,7,standby,66,False
Moshi to Warehouse A,470 bags Swarna,Swarna,11,scheduled,63,True
Pimpri to Warehouse C,215 bags Swarna,Swarna,18,ready,172,False
Bhosari to Warehouse C,460 bags Swarna,Swarna,1,scheduled,142,True
Chakan to Warehouse A,62 bags Swarna,Swarna,9,ready,40,False
Indapur to Warehouse A,176 bags Swarna,Swarna,2,standby,86,True
Daund to Warehouse C,299 bags Basmati,Basmati,10,standby,114,False
Moshi to Warehouse C,422 bags Swarna,Swarna,8,scheduled,132,False
Talegaon to Warehouse A,233 bags Swarna,Swarna,16,ready,16,False
Wagholi to Warehouse B,476 bags Ponni,Ponni,14,ready,46,True
Wagholi to Warehouse C,420 bags Swarna,Swarna,10,standby,85,True
Baramati to Warehouse C,235 bags IR-64,IR-64,3,ready,42,False
Talegaon to Warehouse B,156 bags Basmati,Basmati,19,standby,36,True
Talegaon to Warehouse A,415 bags IR-64,IR-64,19,scheduled,149,True
Moshi to Warehouse B,338 bags Sona Masoori,Sona Masoori,1,ready,46,True
Bhosari to Warehouse A,388 bags Sona Masoori,Sona Masoori,10,scheduled,84,False
Lonikand to Warehouse B,264 bags Swarna,Swarna,16,standby,108,False
Moshi to Warehouse C,287 bags Swarna,Swarna,13,standby,90,False
Chakan to Warehouse C,351 bags IR-64,IR-64,19,standby,40,False
Khed to Warehouse C,208 bags Basmati,Basmati,15,scheduled,117,False
Lonikand to Warehouse C,280 bags Swarna,Swarna,12,ready,125,False
Chakan to Warehouse B,296 bags Swarna,Swarna,2,scheduled,105,True
Sanaswadi to Warehouse C,393 bags Basmati,Basmati,5,scheduled,126,False
Open Yard C to Warehouse B,144 bags Sona Masoori,Sona Masoori,16,ready,30,False
Pimpri to Warehouse C,325 bags Ponni,Ponni,16,scheduled,49,False
Talegaon to Warehouse B,234 bags Basmati,Basmati,9,standby,57,True
Chakan to Warehouse A,401 bags Ponni,Ponni,12,scheduled,25,False
Lonikand to Warehouse C,137 bags Ponni,Ponni,18,ready,74,False
Indapur to Warehouse C,191 bags Sona Masoori,Sona Masoori,2,ready,137,True
Wagholi to Warehouse B,490 bags Swarna,Swarna,7,scheduled,24,True
Talegaon to Warehouse A,181 bags IR-64,IR-64,2,standby,37,True
Pimpri to Warehouse A,173 bags Sona Masoori,Sona Masoori,3,standby,43,False
Khed to Warehouse A,255 bags Basmati,Basmati,9,scheduled,151,False
Open Yard C to Warehouse C,305 bags Basmati,Basmati,12,standby,89,False
Talegaon to Warehouse C,251 bags Sona Masoori,Sona Masoori,11,standby,85,True
Chakan to Warehouse C,284 bags Basmati,Basmati,12,ready,148,True
Open Yard C to Warehouse A,281 bags Ponni,Ponni,18,standby,143,False
Daund to Warehouse A,386 bags IR-64,IR-64,11,ready,116,False
Lonikand to Warehouse C,271 bags IR-64,IR-64,7,scheduled,162,False
Daund to Warehouse C,325 bags Swarna,Swarna,9,standby,133,True
Open Yard C to Warehouse C,248 bags Sona Masoori,Sona Masoori,4,scheduled,172,True
Indapur to Warehouse C,271 bags IR-64,IR-64,9,ready,169,False
Khed to Warehouse B,265 bags IR-64,IR-64,19,standby,115,False
Talegaon to Warehouse B,318 bags Basmati,Basmati,4,ready,166,False
Hadapsar to Warehouse B,296 bags Ponni,Ponni,20,standby,38,True
Talegaon to Warehouse C,468 bags Swarna,Swarna,3,scheduled,29,False
Bhosari to Warehouse C,429 bags IR-64,IR-64,1,standby,153,False
Talegaon to Warehouse A,115 bags Sona Masoori,Sona Masoori,12,scheduled,34,True
Khed to Warehouse B,230 bags Swarna,Swarna,6,ready,84,False
Daund to Warehouse A,127 bags Sona Masoori,Sona Masoori,4,ready,101,False
Chakan to Warehouse A,373 bags IR-64,IR-64,20,standby,105,True
Shirur to Warehouse A,197 bags IR-64,IR-64,5,ready,47,False
Hadapsar to Warehouse C,325 bags Sona Masoori,Sona Masoori,9,standby,75,True
Khed to Warehouse B,210 bags Basmati,Basmati,20,scheduled,87,True
Khed to Warehouse B,131 bags Sona Masoori,Sona Masoori,5,ready,150,False
Hadapsar to Warehouse B,75 bags Swarna,Swarna,9,ready,18,True
Daund to Warehouse A,144 bags Ponni,Ponni,2,scheduled,178,False
Sanaswadi to Warehouse A,185 bags Basmati,Basmati,1,ready,66,True
Sanaswadi to Warehouse C,56 bags Swarna,Swarna,16,standby,157,True
Hadapsar to Warehouse C,218 bags IR-64,IR-64,5,ready,136,True
Baramati to Warehouse B,231 bags Basmati,Basmati,9,ready,116,True
Baramati to Warehouse A,277 bags Basmati,Basmati,16,standby,101,False
Wagholi to Warehouse C,104 bags Basmati,Basmati,15,standby,61,False
Chakan to Warehouse B,104 bags Basmati,Basmati,8,scheduled,70,True
Pimpri to Warehouse B,141 bags Swarna,Swarna,2,standby,32,False
Sanaswadi to Warehouse C,100 bags IR-64,IR-64,9,standby,177,True
Pimpri to Warehouse A,273 bags IR-64,IR-64,16,scheduled,153,False
Shirur to Warehouse A,197 bags Swarna,Swarna,16,standby,70,True
Bhosari to Warehouse A,358 bags Ponni,Ponni,2,standby,130,True
